text,intent
Can you help me? I have a duplicate transaction on my account and I don't understand why.,transaction_charged_twice
I have been charged twice this week for a couple of things on my card. Can you please check this out for me and return the double charged items back?,transaction_charged_twice
I am concerned that I am being doubled charged for several items purchased in the past week.  Please review my statement and correct.,transaction_charged_twice
"I went for a meal in Seattle and paid the bill but I think they charged me twice, the first time they swiped the card I got a notification to say the money had gone out the account but then I added a tip and I think they swiped it all again. Can you refund one of the charges?",transaction_charged_twice
"In reviewing my statement, I show I have two charges for the same purchase at the same time, which I have not made in duplicate? How do I get this solved?",transaction_charged_twice
I have been charged twice for the same thing!,transaction_charged_twice
I have duplicate charges for the same transaction,transaction_charged_twice
Why was I double charged?,transaction_charged_twice
After taking over my card transactions I noticed that was charged twice for a restaurant purchased from earlier this week. Can you please remove one of these transactions from my account since it is not accurate?,transaction_charged_twice
I made a payment and it is showing up twice,transaction_charged_twice
"Hello,  I am a college student who I recently attended my high school reunion at a local restaurant. I paid with my credit card and now my transaction history reflects a second charge of the seemingly same payment. What could be the reason for this?  Is there any way to have the fraudulent  payment credited back onto my card?",transaction_charged_twice
Why is there a payment showing twice?,transaction_charged_twice
I got double charged!,transaction_charged_twice
How do I get my money back for a duplicated charge?,transaction_charged_twice
I was charged multiple times for one transaction.,transaction_charged_twice
How do I query a payment on my card? It looks like I have paid for the same thing twice.,transaction_charged_twice
Why was I charged twice?,transaction_charged_twice
A transaction shows duplicate times.,transaction_charged_twice
How can I fix this?  There is a double charge on my account.,transaction_charged_twice
It appears as though my card payment was duplicated. I paid at the store earlier today. The first time it was declined and the second time it worked. The app is still showing one of the payments to be pending. Please take one of these off because clearly the first was declined and is not correct.,transaction_charged_twice
There are two of the same charges on my account.,transaction_charged_twice
My account is showing a double charge.,transaction_charged_twice
I was charged twice for the same thing.,transaction_charged_twice
I have a transaction that shows multiple times.,transaction_charged_twice
Who should I talk to or go to resolve a duplicate charge on my statement?,transaction_charged_twice
There are duplicate transactions on my account,transaction_charged_twice
Why am I being charged again?,transaction_charged_twice
Why was I charged twice for the same thing?,transaction_charged_twice
I have two of the same charges on my account!,transaction_charged_twice
There is a payment that I was charged two times for.,transaction_charged_twice
I have been charged for one thing two times.,transaction_charged_twice
"Hi, I checked my transactions and saw that I was charged twice during a restaurant visit. I would like to get my money back.",transaction_charged_twice
There is a transaction showing up several times.,transaction_charged_twice
What do I do if a transaction shows up twice?,transaction_charged_twice
My transaction is showing several times.,transaction_charged_twice
"One of my charges was declined, but the second one went through.  But I notice on my App that one of them has gone through, and the other one is still pending.  Please ensure that only one charge is processed. Thanks",transaction_charged_twice
Who do I talk to for transactions debited twice?,transaction_charged_twice
I noticed a duplicate charge on my statement.,transaction_charged_twice
My bill shows the same charge more than once,transaction_charged_twice
What happens when I am charged twice?,transaction_charged_twice
I have duplicated transactions on my statement,transaction_charged_twice
I have a duplicate payment on my card.,transaction_charged_twice
I need a transaction reversed from my account.,transaction_charged_twice
I have multiple of the same transaction,transaction_charged_twice
I have a duplicate charge,transaction_charged_twice
"Looks like my card payment was made twice by mistake. I paid at the store earlier which rejected once, second time it worked. App stays at pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",transaction_charged_twice
"I have been double charged for a couple of things this week, and would appreciate a refund for the duplicate charges.",transaction_charged_twice
Can you explain the various transaction times shown on my statement?,transaction_charged_twice
I was double charged at a restaurant can you take the second charge off?,transaction_charged_twice
Please delete the duplicate payment that was made to my account. One payment is still pending and I do not want to pay twice.,transaction_charged_twice
I was charged more than once in a single transaction,transaction_charged_twice
"Hello, I just checked my card transactions and saw that I was charged twice for a restaurant visit I did earlier this week. Is it possible to remove one of them and get my false paid money pack?",transaction_charged_twice
There is more than one charge on my account for a transaction.,transaction_charged_twice
Why are there multiple transactions showing for one purchase?,transaction_charged_twice
My account seems a bit off and getting weird charges.,transaction_charged_twice
I was charged twice for a few things this week when I only bought one. What do I do?,transaction_charged_twice
A payment is showing twice. Why is that?,transaction_charged_twice
Why did my card get charged twice for a transaction?,transaction_charged_twice
"Hey there, I just went through my most recent credit card payments and I notice the same charge for a restaurant was processed twice. There was only one meal at this place, so I would like one of the charges to be reversed and my money to be put back in the account.",transaction_charged_twice
You charged me more than once for the same transaction!,transaction_charged_twice
"I was charged twice, when I didn't purchase anything twice.",transaction_charged_twice
"My husband and I went out for our weekly ""dinner and a movie,"" and it was my turn to pick up the check. Now I see that my card was charged twice. Who should I contact about negating the second charge and getting my card credited?",transaction_charged_twice
"Hello, I was just went through my recent transaction on my bank account and I just noticed that I was charged twice at a place that ate at this past week. Can I get that second transaction removed from my account?",transaction_charged_twice
My card is showing the same transaction over and over again.,transaction_charged_twice
Why was I charged extra when transferring?,transfer_fee_charged
How come I can see an extra charge for my transfer?,transfer_fee_charged
Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund.,transfer_fee_charged
"After a transfer, I see an extra fee.  Why?",transfer_fee_charged
A receiver made me aware that they did not receive the full transfer that I made. The amount was showing to be a bit less. I now have to make a second transfer just to make up the difference. Can you reach out and let me know what's going on?,transfer_fee_charged
Hey I thought transfers were free.  Why are you charging me?,transfer_fee_charged
"Why did the person I transferred money to not receive the correct amount? What should I do to get them the right amount, do I have to transfer more money to them?",transfer_fee_charged
"I was charged a fee for the transfer, but can you tell me why?",transfer_fee_charged
"So I've been using my account frequently to manage payments for my vacation house in a different country, and now I'm getting hit with ridiculously high fees! What's with that? Ought not I be rewarded as a frequent user?",transfer_fee_charged
"There is a fee for a transfer, please explain that to me.",transfer_fee_charged
Are money transfers free?,transfer_fee_charged
Can you elaborate on why I have an extra charge just for transferring?,transfer_fee_charged
Is it right that I've been charged for transferring money?,transfer_fee_charged
What is this fee for transferring money?,transfer_fee_charged
Why would I be charged an extra fee while doing a transfer?,transfer_fee_charged
I did a transfer and was charged a fee that should not have been charged!,transfer_fee_charged
Am I charged a fee to transfer funds?,transfer_fee_charged
Why is there a fee for my transfer?,transfer_fee_charged
This transfer incurred a fee that I don't think is right.,transfer_fee_charged
Why was I charged a fee to transfer money?,transfer_fee_charged
Is there a fee for transferring money,transfer_fee_charged
Why did I get charged for a transfer?,transfer_fee_charged
I have a fee listed for a transfer.,transfer_fee_charged
What is the reason for the fee charge on my transfer?,transfer_fee_charged
Will I get extra charges?,transfer_fee_charged
I thought transfers were free. Why was I charged to transfer?,transfer_fee_charged
I made a transfer and was charged extra. Why?,transfer_fee_charged
Why do I have an unexpected fee on my bill?,transfer_fee_charged
There's something wrong on my bill. A transfer fee should never have been added.,transfer_fee_charged
"I made a transfer and the receiver said an amount was received, but less than the right amount. I now have to transfer more to get the remainder to the receiver. Can you tell me about this. What's been going on?",transfer_fee_charged
"I made a transfer and according to the receiver ""they haven't received the right amount"" Its lesser than it should be.Now I have to transfer more money to make up for the missing amount . Can you please help me about this,what should be done",transfer_fee_charged
Are transfers not free? I didn't know I would be charged for transfers.,transfer_fee_charged
Is there a fee that comes with transfers?,transfer_fee_charged
Why was my transfer charged a fee?,transfer_fee_charged
"I was transferring some money to a friend, which I thought would be free, but I see there is a charge.  What's up with that?",transfer_fee_charged
I didn't know there was a charge for tranferring. What is the charge?,transfer_fee_charged
Why was I charged this extra fee while doing a transfer?,transfer_fee_charged
Why is there a fee on my money transfer?,transfer_fee_charged
I made a transfer and was charged an extra fee!,transfer_fee_charged
I don't appreciate the extra fees being siphoned from my account. I was helping some friends move to Japan and we were buying home decorations at the local stores. The  receipts differed greatly from what showed up in my bank account and my statement. When can I expect the extra fees to be back in my account?,transfer_fee_charged
Should I be seeing a fee applied for my money transfer?,transfer_fee_charged
Why has transferring money resulted in a charge?,transfer_fee_charged
I thought you guys offered free transfers. Why was I charged?,transfer_fee_charged
When I was transferring money I was charged extra why?,transfer_fee_charged
Why am I seeing a transfer fee on my bank statement?,transfer_fee_charged
"Hi! I'm a university student studying abroad and I noticed that when I was trying to cross-reference my budget for this month that there were extra fees I was not expecting. Why is that? I've had this account for years and I haven't had any trouble so far, it might not even be on your all's end since I'm still new to international travel and finance, but I wanted to double check in case a mistake was made!",transfer_fee_charged
I don't think I was supposed to be charged so much.,transfer_fee_charged
I was charged a fee for a transfer.,transfer_fee_charged
"I do not like this, I made a simple transfer but I have an additional charge for doing so.",transfer_fee_charged
"I've use my accounts all the time to manage my payments for my place abroad that I just got. I now see that I suddenly have new fees.I'm a frequent customer, so why are you charging me new fees instead of rewarding me?",transfer_fee_charged
I tried to transfer money to a receiver and they didn't get the right amount. What is going on and who do I contact to help me?,transfer_fee_charged
why am I being charged a fee for transferring money ?,transfer_fee_charged
Please explain the fee on a transfer I made.,transfer_fee_charged
Why are there additional fees for transfers?,transfer_fee_charged
I thought transfers were free of charge.  I bought something abroad and got charged a ridiculous fee. How do I get this problem fixed.,transfer_fee_charged
Why were there additional charges when I transferred funds?,transfer_fee_charged
I shouldn't be charged any fee for transferring .,transfer_fee_charged
This isn't fair! I thought transfers could be made for free. I just made  a purchase online from abroad and now see some strange fee that I've never seen before.,transfer_fee_charged
Why is my transfer more expensive than I thought?,transfer_fee_charged
Why do I get a fee every time I transfer?,transfer_fee_charged
What is this extra fee while I was doing a transfer?,transfer_fee_charged
Can you please tell me why I was charged an extra fee on my transfer?,transfer_fee_charged
Why do I see a fee when I do a transfer?,transfer_fee_charged
Why are you charging me a transfer fee?,transfer_fee_charged
"Hi,  I have transferred money but beneficiary's account is credited with less amount. Now i have transfer the difference of the amount. I think there is some issue, could you please look into this.",transfer_fee_charged
Why was I charged for transferring money?,transfer_fee_charged
"I just recently got a new beach condo in Bora Bora, and to furnish it I used this account a lot from overseas. It's upsetting, being a long-time customer of yours, that I saw extra fees on my account from my currency transfer. Is this what I should expect from you in the future?",transfer_fee_charged
"I usually don't get charged for transfers, why was I this month?",transfer_fee_charged
"I see a transfer fee, but to my understand, that should have been free, what happened?",transfer_fee_charged
How come a fee was charged when I tranferred money,transfer_fee_charged
"I made a transfer and the receiver said they haven't actually received the right amount, but it's a bit less. Now I have to transfer more money to make up for the missing bit. Can you please alert me about this, what has been going on?",transfer_fee_charged
Where did my extra fee for the transfer come from?,transfer_fee_charged
I need to know how much it costs to transfer funds.,transfer_fee_charged
I noticed that there was an extra charge fee on my account. Could You explain to me why?,transfer_fee_charged
Im not sure why Im being charged an extra fee just for purchasing an item from another country? I paid for the item and the shipping why am I getting charged extra?,transfer_fee_charged
"I was charged a transfer fee, why is that?",transfer_fee_charged
"I've used my account frequently over the last month to manage my payments from abroad for my new place. I noticed that my fees have suddenly increased. As a frequent customer, shouldn't I be rewarded rather than suddenly being subject to a new fee?",transfer_fee_charged
I did a transfer and I was charged a fee that shouldn't be there!,transfer_fee_charged
I had an unexpected fee,transfer_fee_charged
When I made a transfer I was charged extra.,transfer_fee_charged
I used this account a lot during the last month to manage my payments for my new place abroad. Seems that suddenly fees have increased? Shouldn't you instead reward your frequent customers instead of putting an additional fee suddenly?!,transfer_fee_charged
who charged my card,transfer_fee_charged
I was charged a fee for a transfer. Where did it come from?,transfer_fee_charged
I have a service fee that I've never seen before. It showed up after I bought something from an international seller online.,transfer_fee_charged
What kind of fees will I pay when I transfer?,transfer_fee_charged
During the last month I used this account to make payments for my place abroad. I noticed the fees have increased and I wonder why. Shouldn't frequent users have less fees as incentive to keep using instead of increasing them out of nowhere?,transfer_fee_charged
I have money in a foreign account that I want to send to this account.,transfer_into_account
"I am in desperate need to transfer funds from another account that i have into this one, how do i do that?",transfer_into_account
What are my bank details so I can do a transfer?,transfer_into_account
What is the procedure to transfer money to my account?,transfer_into_account
How do I transfer money from one bank account to another?,transfer_into_account
How do I transfer money between two of my accounts?,transfer_into_account
Help! My account doesn't show any funds. Is transferring funds an option I can use?,transfer_into_account
How can I transfer money between accounts?,transfer_into_account
Whats the process of tranfering money into an account?,transfer_into_account
How do I go forth on transferring a sum of money from one account to another?,transfer_into_account
How do I use bank transfer to top up my account?,transfer_into_account
I need assistance with transferring funds to another account.,transfer_into_account
show me how to transfer to my account,transfer_into_account
What can I expect if I use bank transfer to top up my account?,transfer_into_account
My account is depleted. Can I transfer funds from another bank?,transfer_into_account
What are the steps for  making a transfer for topping up?,transfer_into_account
I need more money in my account. Can I add more by transferring?,transfer_into_account
I want to transfer money. How do I do that for my account?,transfer_into_account
How can I transfer some money into a foreign account?,transfer_into_account
How can I move money from my account at a different bank to the account I have at this bank.,transfer_into_account
Can I use my bank account to send me more money?,transfer_into_account
I have no more money in my account.  Is there a way to do a bank transfer to put money into my account?,transfer_into_account
Can you please explain how bank transfers work?,transfer_into_account
How can I link my bank to my top up account?,transfer_into_account
where do i go to transfer money from one account to this one,transfer_into_account
How do I transfer money into my account?,transfer_into_account
Can you please explain how to transfer money using the bank transfer process?,transfer_into_account
Whats the transfer process,transfer_into_account
How do I go about transferring money into my bank account?,transfer_into_account
How can you assist me on topping up on bank transfers to my account?,transfer_into_account
Tell me how to top up my account using bank transfer.,transfer_into_account
How do I top up my account with a bank transfer?,transfer_into_account
My money is all gone. What ways are okay to add money to my account?,transfer_into_account
How do I deposit through bank transfer?,transfer_into_account
I want to op up my account by using bank transfer. How do I go about it?,transfer_into_account
How do I top up?,transfer_into_account
Can I transfer money to my account with the app?,transfer_into_account
How does it work when I transfer money into my account?,transfer_into_account
What do you do to transfer money to my account?,transfer_into_account
I want to transfer money into my account,transfer_into_account
I have an account that is empty of funds. Can I transfer some from another bank?,transfer_into_account
I need to move money from one of my other accounts to this one.,transfer_into_account
I need to transfer funds from my other bank account into this bank account.,transfer_into_account
I'd like to know how transferring my money into my account works.,transfer_into_account
I need to transfer money to my account from another bank,transfer_into_account
I was wondering about transferring money into my account and how it works.  Can you tell me about that?,transfer_into_account
I want to transfer some money from my other bank account into this one.,transfer_into_account
How do I go forth with bank transfers for top up accounts?,transfer_into_account
I want to transfer money from another account into this one.,transfer_into_account
Can you transfer money to your card by bank transfer?,transfer_into_account
What steps are taken to transfer money into my account?,transfer_into_account
"I need to transfer money into my account, HOW?",transfer_into_account
I want to transfer a sum of money from another bank account I have into this one,transfer_into_account
How can I add money to my account from another account I have?,transfer_into_account
I have zero dollars in my account. Can I submit additional funds via bank transfer?,transfer_into_account
HOW DO I TRANSFER MONEY FROM MY BANK ACCOUNT?,transfer_into_account
why hasn't a transaction to a friend cleared yet?,transfer_not_received_by_recipient
I did a money transaction and dont have a receipt,transfer_not_received_by_recipient
"I need to verify a payment to my new landlord. I transferred the first rent payment a few days ago. While it shows on my side, the landlord is saying he hasn't received it yet. Can you verify that it has processed?",transfer_not_received_by_recipient
"How long should a transfer normally take to process completely? I have a friend that needs it right away, but it's already been 2 hours and she hasn't received it.",transfer_not_received_by_recipient
"The day before yesterday, I performed a transfer within the country. It still has not completed. Can you check on that? The account number is definitely correct, as I've checked.",transfer_not_received_by_recipient
How long will it take to receive my money from my transfer transaction?,transfer_not_received_by_recipient
How long does it take for money to transfer?  I sent some to a friend and it hasn't gone through yet.,transfer_not_received_by_recipient
I am just waiting on the completion of the transaction.,transfer_not_received_by_recipient
My cash transaction isn't showing on my account,transfer_not_received_by_recipient
What is the time frame that it usually takes for a transfer to come through? I have a friend needing it immediately but it has yet to come through.,transfer_not_received_by_recipient
Why is my transfer taking so long to complete?,transfer_not_received_by_recipient
"I transferred a payment a couple days ago and it shows done, but it has not been received.  Could you please help me?",transfer_not_received_by_recipient
I'm getting concerned here.  I sent a friend some money and she isn't seeing it.  What's going on?,transfer_not_received_by_recipient
The money has not yet been placed in recipients account.,transfer_not_received_by_recipient
Why can't the person I sent the money transfer to see it?,transfer_not_received_by_recipient
I sent money for my rent to my landlord but she is claiming it hasn't arrived in her account  Can you trace the transfer I made to make sure it arrived so I can provide proof I sent it and that it has been deposited?,transfer_not_received_by_recipient
The day before yesterday I transferred funds to another account within the country.  The funds have not yet arrived.  I double and triple checked the account number and it was correct.  Why hasn't the transfer been completed yet?,transfer_not_received_by_recipient
Why hasn't the transaction I did to my friend arrived yet?,transfer_not_received_by_recipient
Why isn't the transfer I made to a friend showing?,transfer_not_received_by_recipient
"I sent a payment, but the person I sent it to says they don't have it",transfer_not_received_by_recipient
Why is my transaction taking so long to complete?,transfer_not_received_by_recipient
What is the time for a transfer?,transfer_not_received_by_recipient
I need to transfer some money to a friend who is in urgent need of some fast cash. How long will it take before she can use that money?,transfer_not_received_by_recipient
Why hasn't my son received the transfer I sent to him earlier?,transfer_not_received_by_recipient
"I completed a transfer within the UK two days ago, but it is still not showing received.  I have verified the account number is correct already.  Is there anything else I need to do or is there a problem?",transfer_not_received_by_recipient
Why hasn't my friend received the transaction?,transfer_not_received_by_recipient
I transferred some cash and it has not arrived yet.,transfer_not_received_by_recipient
"I can't see if the transfer I did a couple days ago is in my account yet. I double checked my info before sending, too. Can you check this?",transfer_not_received_by_recipient
Why has my transfer not arrived yet?,transfer_not_received_by_recipient
I am having an issue with an in country transfer I did a few days ago. It has yet to appear in my account. I have checked to be sure that all account information is correct multiple times. What is taking the transfer so long?,transfer_not_received_by_recipient
I tried doing an in country transfer earlier this week. I thought it would be there by now but I still don't see the money. Can you check the status on my transfer?,transfer_not_received_by_recipient
Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet.,transfer_not_received_by_recipient
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number is the right one, I've checked that several times already.",transfer_not_received_by_recipient
"i accidentally entered in my retailers information, what should i do next",transfer_not_received_by_recipient
I am worried that too much time has gone by for a transfer to be completed.,transfer_not_received_by_recipient
My money transaction can't be seen by the person I sent it to,transfer_not_received_by_recipient
"|I moved out of my old house two weeks ago and cancelled my direct debit to my old landlord, this direct debit was working fine.  Now I've moved in to a new place and set up a transfer to a new landlord but it's not reached her yet, can you check it please?",transfer_not_received_by_recipient
I sent some money and the account hasn't recived the transfer I made.,transfer_not_received_by_recipient
My transfer isn't in,transfer_not_received_by_recipient
I transferred some money but it hasn't arrived.,transfer_not_received_by_recipient
why has a transaction to a friend been delayed?,transfer_not_received_by_recipient
How can I the person see my money transaction?,transfer_not_received_by_recipient
"I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made?",transfer_not_received_by_recipient
"I have checked the account information several times to be sure that it is correct, but the in country transfer I did a few days ago still has not appeared! What is the hold up?",transfer_not_received_by_recipient
"I sent money to someone but they haven't gotten it, what's going on?",transfer_not_received_by_recipient
Why is the transaction to my friend still pending?,transfer_not_received_by_recipient
my friend has not got the money I sent last week.,transfer_not_received_by_recipient
Why didn't my friend's transaction arrive yet?,transfer_not_received_by_recipient
I have not received the completed transaction.,transfer_not_received_by_recipient
My recipient hasn't received the money,transfer_not_received_by_recipient
I do not know where the transaction is.,transfer_not_received_by_recipient
Why hasn't the transaction I did to my friend arrive yet?,transfer_not_received_by_recipient
Why hasn't my transaction been completed?,transfer_not_received_by_recipient
"I made a transfer for my rent payment about 2 days ago, but my landlord hasn't received it yet. It shows as done on my  side, and I've double check all account numbers and they are correct. Can you verify that the transaction was actually made?",transfer_not_received_by_recipient
Could you please help me?  I made my rent payment and have double checked that I sent it to the right account.  The person receiving it says he has not received it but it shows complete on my side.,transfer_not_received_by_recipient
My money transaction hasn't arrived.,transfer_not_received_by_recipient
I sent some money but the intended recipient says it hasn't arrived,transfer_not_received_by_recipient
I made a transfer the day before yesterday within this country. It is still not showing up at all. I have double-checked and the account number is certainly right. I've actually type this multiple times. can you look into what is going on here?,transfer_not_received_by_recipient
I completed I transfer the day before yesterday in this country. The transfer still is not complete. I've checked on the account number multiple times to make sure that it is the right one. Can you check to see what's going on with this?,transfer_not_received_by_recipient
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.",transfer_not_received_by_recipient
"A transaction I did to my friend hasn't arrived yet, why?",transfer_not_received_by_recipient
I made a transfer to my friend earlier and she hasn't received it yet.  What's the hold up?,transfer_not_received_by_recipient
I need to check status as my friend hasn't got money I sent.,transfer_not_received_by_recipient
Why hasn't my friend's transaction arrive yet?,transfer_not_received_by_recipient
I sent a payment but it isn't showing up in the app,transfer_not_received_by_recipient
I payed my rent to my landlord a few days ago and he is saying the it never went though. Everything looks good to me and I even double checked the account number. I don't know what could be causing the confusion. Can you help me please?,transfer_not_received_by_recipient
Recipient has not received the money,transfer_not_received_by_recipient
Why did the funds not transfer to another recipient?,transfer_not_received_by_recipient
"Hello, a few days ago I transferred my rent check to my landlord, however, he is saying that it has not gone though. On my end everything looks fine and I double checked the account number. Is there anything else that could be holding up the check?",transfer_not_received_by_recipient
How long do money transfers take? My friend really needs the money i sent a couple of hours ago but it's not there yet.,transfer_not_received_by_recipient
My friend says he hasn't received my transaction,transfer_not_received_by_recipient
How long should it take for a transfer to go through? I have been waiting a while.,transfer_not_received_by_recipient
Why doesn't the person I sent money to see that transfer yet?,transfer_not_received_by_recipient
Why is my transfer taking so long. I thought it was supposed to only take 1 day if I made a transfer to someone. Can you wee what went wrong?,transfer_not_received_by_recipient
"I performed a transfer within the country the day before yesterday, but it has not gone through? Can you check on that? The account number is definitely correct, as I've checked.",transfer_not_received_by_recipient
Why can't the recepient of my money transaction see it?,transfer_not_received_by_recipient
Why hasn't my transaction completed?,transfer_not_received_by_recipient
"i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer.",transfer_not_received_by_recipient
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that already.",transfer_not_received_by_recipient
"Hi, I sent my landlord my rent money a few days ago and while everything seems good on my end he says that he never got the money. I double checked the account number and it's correct. Can you help me figure this out?",transfer_not_received_by_recipient
I transferred some money but it is not here yet,transfer_not_received_by_recipient
when will my transfer arrive,transfer_not_received_by_recipient
My cash transaction isn't showing on my receipt,transfer_not_received_by_recipient
I transferred money and it didn't get there.,transfer_not_received_by_recipient
The app isn't showing my transactions,transfer_not_received_by_recipient
"I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.",transfer_not_received_by_recipient
How long will a transfer from China take? I need to transfer something from there.,transfer_timing
When will my transfer be in my account?,transfer_timing
What is the time period for money to be transferred?,transfer_timing
How long will I have to wait for my money to be in my account?,transfer_timing
How fast are transfers from Europe?,transfer_timing
"I must quickly transfer something from China, and I need to know how long it will take.",transfer_timing
What is the estimated wait time on a US transfer into my account?,transfer_timing
How fast can I transfer something from China?,transfer_timing
How long do I have to wait for a US transfer?,transfer_timing
How long will it take to transfer something from China?,transfer_timing
How many days does it take for a transfer to go through?,transfer_timing
Can I quickly send a transfer from China?  How long will it take?,transfer_timing
How many days until my US transfer arrives?,transfer_timing
Can you please tell me how long it takes for the transfer to be available.,transfer_timing
How long do transfers from Europe take?,transfer_timing
I need to urgently transfer something from China. How long will it approximately take?,transfer_timing
"I've made a transfer, how long until the money reaches my account?",transfer_timing
What is the length of time for money to reach the account?,transfer_timing
Will the transfer show up in my account soon?,transfer_timing
I need to transfer funds from China and quick expedition is crucial. Approximately how long does it take for a transfer from China to go through?,transfer_timing
What is the longest a US transfer should take to appear in my account?,transfer_timing
When can I expect the transfer to be complete?,transfer_timing
"I'm waiting for a transfer from the US, how much longer?",transfer_timing
What is taking so long on my transfer from the US?,transfer_timing
Transfers from the US how long will the wait be?,transfer_timing
Why hasn't the transfer shown up in my account yet?,transfer_timing
How long will an urgent transfer from China take?,transfer_timing
"Its been 3 days, How long will my transfer take to get to my wallet?",transfer_timing
How long does it take to get money from Europe?,transfer_timing
How long will it take for the money to reach my account?,transfer_timing
When will my account receive the money?,transfer_timing
"I transferred money from the US, How long does it take?",transfer_timing
When will I receive a transfer from europe?,transfer_timing
How long am I to wait before the transfer gets to my account?,transfer_timing
How long does it take to get my money,transfer_timing
How long does a European transfer take?,transfer_timing
How long should I have to wait before I see the transfer in my account?,transfer_timing
How long does it take transfers from Europe to complete?,transfer_timing
When will my transfer from the US get here?,transfer_timing
How long do I have to wait for Europe transfers?,transfer_timing
What time will a transfer from the US take?,transfer_timing
"I need to transfer something ASAP from China, how long will it take to post to my account?",transfer_timing
How long will it take the money to appear in my account?,transfer_timing
When does my transfer from the US arrive in my account?,transfer_timing
"I desperately need to transfer something from China, Please give me the wait time.",transfer_timing
"I need to transfer something from China, How long will it take?",transfer_timing
Money transfer help? How long?,transfer_timing
"I just did a transfer, but don't see the money in my account. What's up?",transfer_timing
Does a US transfer take long,transfer_timing
I have to quickly transfer something to China. How long will it take to arrive there?,transfer_timing
"In the US, how long is the wait for a transfer?",transfer_timing
What is the timeframe for a transfer in Europe?,transfer_timing
There is an urgent thing that I need to transfer from China. Approximately how long will it take?,transfer_timing
How quickly can I transfer something to China?,transfer_timing
When will the money reach my  account?,transfer_timing
When can I expect the transfer to arrive in my account?,transfer_timing
"How long does it take to transfer from china? Is there a way to transfer it quickly, I need it urgently?",transfer_timing
How long will it take to transfer from europe?,transfer_timing
When will the money from a transfer be made available on my account?,transfer_timing
"I'm having money transferred from Europe, how long will this take?",transfer_timing
It's been a couple days how much longer do I have to wait for my transfer?,transfer_timing
Estimated time arrival for transfers?,transfer_timing
Why hasn't my transfer from Europe gone through?,transfer_timing
When will the money show in my account?,transfer_timing
How come I can't seem to verify my id?,unable_to_verify_identity
The app does not recognize who I am.,unable_to_verify_identity
I'm having trouble with proving my identity.,unable_to_verify_identity
I'm unable to verify my identity,unable_to_verify_identity
Help me verify my identity.,unable_to_verify_identity
I am unable to prove my identity,unable_to_verify_identity
Why hasn't the app verified my identity?,unable_to_verify_identity
Unsure how to provide my identity.,unable_to_verify_identity
Help me verify my identification.,unable_to_verify_identity
I can get my identification verified.,unable_to_verify_identity
Can you help me with proving my identity?,unable_to_verify_identity
I'm having problems with ID verification,unable_to_verify_identity
The app is having trouble verifying my identity.,unable_to_verify_identity
I cant prove who I am,unable_to_verify_identity
My identity verification is not working.,unable_to_verify_identity
Why can't my ID be verified?,unable_to_verify_identity
Are there any reasons that my identity wouldn't be accepted even though everything I've provided is factual?,unable_to_verify_identity
What proof do you need for my identification?,unable_to_verify_identity
"You will hear back from us about your verification results in 10 minutes to a one hour timeframe.  If these verification results do fail, please double-check to make sure your images are clear and have no glare or blur; your photos need to be fully readable.  You need to be 18 years of age or older and a resident of Switzerland or the European Economic Area to create an account.",unable_to_verify_identity
Help me verify my identify?,unable_to_verify_identity
The app does not believe that I am myself,unable_to_verify_identity
I can't verify identity through the app.,unable_to_verify_identity
The app doesn't believe that I am myself,unable_to_verify_identity
How long does it take for my id to verify?,unable_to_verify_identity
What am i missing to verify my id?,unable_to_verify_identity
I am not recognized by the app.,unable_to_verify_identity
I'm having trouble proving my identity,unable_to_verify_identity
Why is my identity verification process not working?,unable_to_verify_identity
It can take between 10 minutes to an hour before you hear back from us about the verification result.  Please try again if your verification fails.  Make sure you double check that images are clear and all document photos are readable without blur or glare. You have to be 18 or older and live in the European Economic area or live in Switzerland to be able to open an account.,unable_to_verify_identity
I am having trouble with the app recognizing me.,unable_to_verify_identity
The app is not able to realize that it is me.,unable_to_verify_identity
"Hearing back from us regarding your important verification results may take 10 minutes to one hour time.  If verification results do fail, double-check to make sure all of your images are clear --  make sure your photos have no glare or blurring. Note: These photos need to be readable as well.  You also need to be 18 years of age or older.  You must be a resident of Switzerland or the European Economic Area to open a new account.",unable_to_verify_identity
Why hasn't my ID been verified?,unable_to_verify_identity
I am having some difficulty verifying my id.,unable_to_verify_identity
It won't let me prove my identity.,unable_to_verify_identity
I am having a problem proving who I am,unable_to_verify_identity
The app is telling me that I am not me.,unable_to_verify_identity
"The app isn't letting me log in, but my info is correct.",unable_to_verify_identity
My identity can't be verified for some reason,unable_to_verify_identity
